Data_No,Differential_pressure,Flow_rate,Time,Dust_feed,Dust,Dust_feed_group,Flow_group,max_time,RUL,pressure_rate,normalized_time,rolling_pressure_mean,pressure_ratio,rate_ratio_interaction
1,0.0,0.0,1.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,43.2,0.0,0.0378619153674833,0.0,0.0,0.0
1,0.0,0.0,1.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,43.1,0.0,0.0400890868596882,0.0,0.0,0.0
1,0.0,0.0,1.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,43.0,0.0,0.042316258351893093,0.0,0.0,0.0
1,0.0,0.0,2.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.9,0.0,0.044543429844097995,0.0,0.0,0.0
1,0.0,0.0,2.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.8,0.0,0.0467706013363029,0.0,0.0,0.0
1,0.0,0.0,2.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.7,0.0,0.0489977728285078,0.0,0.0,0.0
1,0.0,0.0,2.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.6,0.0,0.051224944320712694,0.0,0.0,0.0
1,0.0,0.0,2.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.5,0.0,0.053452115812917596,0.0,0.0,0.0
1,0.0,0.0,2.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.4,0.0,0.0556792873051225,0.0,0.0,0.0
1,0.0,0.0,2.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.3,0.0,0.0579064587973274,0.0,0.0,0.0
1,0.0,0.0,2.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.2,0.0,0.0601336302895323,0.0,0.0,0.0
1,0.0,0.0,2.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.1,0.0,0.06236080178173719,0.0,0.0,0.0
1,0.0,0.0,2.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,42.0,0.0,0.0645879732739421,0.0,0.0,0.0
1,0.0,0.0,3.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.9,0.0,0.066815144766147,0.0,0.0,0.0
1,0.0,0.0,3.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.8,0.0,0.0690423162583519,0.0,0.0,0.0
1,0.0,0.0,3.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.7,0.0,0.0712694877505568,0.0,0.0,0.0
1,0.0,0.0,3.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.6,0.0,0.07349665924276169,0.0,0.0,0.0
1,0.0,0.0,3.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.5,0.0,0.0757238307349666,0.0,0.0,0.0
1,0.0,0.0,3.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.4,0.0,0.0779510022271715,0.0,0.0,0.0
1,0.0,0.0,3.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.3,0.0,0.0801781737193764,0.0,0.0,0.0
1,0.0,0.0,3.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.2,0.0,0.0824053452115813,0.0,0.0,0.0
1,0.0,0.0,3.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.1,0.0,0.08463251670378619,0.0,0.0,0.0
1,0.0,9.69897039167947,3.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,41.0,0.0,0.08685968819599109,0.0,0.0,0.0
1,0.0,25.1668466277442,4.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.9,0.0,0.08908685968819599,0.0,0.0,0.0
1,0.0,30.098737006604,4.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.8,0.0,0.09131403118040089,0.0,0.0,0.0
1,0.0,33.0000529718712,4.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.7,0.0,0.0935412026726058,0.0,0.0,0.0
1,0.0,37.6540820873195,4.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.6,0.0,0.0957683741648107,0.0,0.0,0.0
1,0.0,40.3778037965887,4.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.5,0.0,0.0979955456570156,0.0,0.0,0.0
1,0.0,43.1268192754309,4.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.4,0.0,0.1002227171492205,0.0,0.0,0.0
1,0.0,35.0923181872858,4.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.3,0.0,0.10244988864142539,0.0,0.0,0.0
1,0.0,45.4984905083996,4.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.2,0.0,0.1046770601336303,0.0,0.0,0.0
1,0.0,47.0131074065094,4.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.1,0.0,0.10690423162583519,0.0,0.0,0.0
1,0.0,47.3991128415003,4.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,40.0,0.0,0.10913140311804011,0.0,0.0,0.0
1,0.0,49.5328095630764,5.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.9,0.0,0.111358574610245,0.0,0.0,0.0
1,0.0,50.4285464696899,5.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.8,0.0,0.11358574610244988,0.0,0.0,0.0
1,0.2712674,50.7102639832233,5.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.7,2.7126739999999856,0.1158129175946548,0.05425348,0.00045211233333333333,0.00122643337171266
1,0.2712674,50.7309404029865,5.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.6,0.0,0.11804008908685969,0.10850696,0.00045211233333333333,0.0
1,1.537182,51.8270143304334,5.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.5,12.659145999999934,0.1202672605790646,0.41594336,0.0025619700000000002,0.032432352277619834
1,1.537182,54.1435272850569,5.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.4,0.0,0.12249443207126949,0.72337976,0.0025619700000000002,0.0
1,1.537182,54.5182551332273,5.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.3,0.0,0.12472160356347438,1.03081616,0.0025619700000000002,0.0
1,1.537182,54.6587812427201,5.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.2,0.0,0.1269487750556793,1.2839990799999998,0.0025619700000000002,0.0
1,3.345631,54.7805620938037,5.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.1,18.084490000000063,0.1291759465478842,1.8988717999999998,0.005576051666666667,0.10084005060531702
1,5.244502,54.5744655770244,5.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,39.0,18.988709999999898,0.1314031180400891,2.6403358,0.008740836666666666,0.16597721262069912
1,5.244502,54.5744655770244,6.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.9,0.0,0.133630289532294,3.3817998000000005,0.008740836666666666,0.0
1,6.419994,54.9117155740918,6.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.8,11.754920000000045,0.1358574610244989,4.3583622,0.01069999,0.12577752645080048
1,6.872107,54.7899347230082,6.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.7,4.521129999999974,0.1380846325167038,5.4253472,0.011453511666666666,0.05178281520151636
1,6.510417,55.0241491274011,6.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.6,-3.616900000000007,0.1403118040089087,6.0583044,0.010850695,-0.039245878745500076
1,6.510417,54.7993073522128,6.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.5,0.0,0.1425389755011136,6.3114874,0.010850695,0.0
1,6.510417,54.8555177960099,6.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.4,0.0,0.1447661469933185,6.5646704,0.010850695,0.0
1,6.781684,54.7337242792111,6.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.3,2.712670000000009,0.14699331848552338,6.637008400000001,0.011302806666666667,0.03066078456046677
1,7.052951,54.892995647113,6.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.2,2.7126699999999846,0.1492204899777283,6.6731772000000005,0.011754918333333335,0.03188721431528316
1,6.510417,55.2558869564017,6.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.1,-5.425340000000018,0.1514476614699332,6.6731772000000005,0.010850695,-0.058868709611300196
1,7.143374,55.0335090908906,6.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,38.0,6.3295699999999595,0.1536748329621381,6.7997686,0.011905623333333332,0.07535747628196618
1,7.143374,55.0241491274011,7.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.9,0.0,0.155902004454343,6.92636,0.011905623333333332,0.0
1,8.409288,55.0616143127891,7.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.8,12.659140000000049,0.15812917594654788,7.2518808,0.01401548,0.17742392348720068
1,8.409288,54.986671276298,7.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.7,0.0,0.1603563474387528,7.5231482,0.01401548,0.0
1,10.21774,55.1664673152923,7.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.6,18.084520000000055,0.16258351893095768,8.264612799999998,0.017029566666666666,0.30797153897466756
1,10.30816,55.0709869419937,7.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.5,0.9042000000000124,0.1648106904231626,8.897569999999998,0.01718026666666667,0.015534397120000216
1,8.409288,54.8836103521933,7.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.4,-18.988720000000075,0.16703786191536749,9.150752800000001,0.01401548,-0.26613602538560105
1,8.409288,54.9585660543995,7.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.3,0.0,0.16926503340757237,9.1507528,0.01401548,0.0
1,9.042245,54.892995647113,7.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.2,6.3295699999999595,0.1714922048997773,9.2773442,0.015070408333333332,0.09538920447441605
1,9.042245,54.5838255405139,7.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.1,0.0,0.17371937639198218,9.0422452,0.015070408333333332,0.0
1,9.042245,55.1962738623288,7.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,37.0,0.0,0.1759465478841871,8.7890622,0.015070408333333332,0.0
1,7.143374,55.1366607682558,8.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.9,-18.988710000000065,0.17817371937639198,8.535879399999999,0.011905623333333332,-0.22607242884590076
1,7.143374,55.0241491274011,8.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.8,0.0,0.18040089086859687,8.2826966,0.011905623333333332,0.0
1,7.324219,54.9679260178889,8.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.7,1.8084500000000123,0.18262806236080179,7.9390914,0.012207031666666666,0.022075806417583485
1,8.499711,54.986671276298,8.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.6,11.754919999999826,0.1848552338530067,7.8305846,0.014166185,0.16652237138019754
1,8.590133,55.0897195346876,8.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.5,0.9042200000000055,0.1870824053452116,7.7401622,0.014316888333333333,0.012945616768766745
1,9.22309,54.7899347230082,8.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.4,6.3295700000000155,0.18930957683741648,8.1561054,0.015371816666666665,0.09729698961883355
1,8.590133,55.0709869419937,8.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.3,-6.3295700000000155,0.1915367483296214,8.445457199999998,0.014316888333333333,-0.09061974688801688
1,8.590133,55.0428817200951,8.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.2,0.0,0.19376391982182628,8.69864,0.014316888333333333,0.0
1,8.590133,54.9117155740918,8.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.1,0.0,0.1959910913140312,8.7167244,0.014316888333333333,0.0
1,5.425347,54.8086673157022,8.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,36.0,-31.647860000000108,0.19821826280623608,8.0837672,0.009042245,-0.286167703845701
1,5.425347,55.005403868992,9.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.9,0.0,0.200445434298441,7.3242186,0.009042245,0.0
1,4.340278,55.4247862454673,9.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.8,-10.850690000000046,0.2026726057906459,6.4742476,0.007233796666666666,-0.07849168515303366
1,3.888165,55.1962738623288,9.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.7,-4.521130000000014,0.20489977728285078,5.533854,0.006480275,-0.02929816571075009
1,5.425347,55.2161538486352,9.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.599999999999994,15.371819999999786,0.2071269487750557,4.9008968,0.009042245,0.13899576253589807
1,6.691262,54.7805620938037,9.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.5,12.659150000000041,0.2093541202672606,5.1540798,0.011152103333333333,0.14117614891216712
1,8.951823,55.0241491274011,9.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.4,22.605610000000073,0.2115812917594655,5.859375,0.014919704999999998,0.3372690325450511
1,9.22309,55.1764073084455,9.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.3,2.712670000000009,0.21380846325167038,6.835937400000001,0.015371816666666665,0.0416986659171668
1,9.22309,55.4744727788103,9.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.2,0.0,0.21603563474387527,7.9029224,0.015371816666666665,0.0
1,7.324219,55.0709869419937,9.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.099999999999994,-18.98870999999972,0.21826280623608021,8.2826968,0.012207031666666666,-0.23179578427914657
1,8.590133,55.3055734897446,9.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,35.0,12.65914000000004,0.2204899777282851,8.662471,0.014316888333333333,0.1812394937760339
1,7.324219,54.7993073522128,10.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.9,-12.65914000000004,0.22271714922049,8.3369502,0.012207031666666666,-0.15453052285276714
1,9.22309,55.1764073084455,10.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.8,18.988710000000054,0.22494432071269488,8.3369502,0.015371816666666665,0.2918909688565008
1,9.22309,54.8180399449068,10.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.7,0.0,0.22717149220489977,8.3369502,0.015371816666666665,0.0
1,7.233796,54.7243516500066,10.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.599999999999994,-19.892939999999708,0.2293986636971047,8.318865599999999,0.012056326666666667,-0.23983578300039649
1,7.233796,55.3552465906644,10.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.5,0.0,0.2316258351893096,8.0475982,0.012056326666666667,0.0
1,7.324219,55.0616143127891,10.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.4,0.9042300000000069,0.23385300668151449,8.0475982,0.012207031666666666,0.011037964243950083
1,7.324219,55.4247862454673,10.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.3,0.0,0.23608017817371937,7.667824,0.012207031666666666,0.0
1,8.590133,55.0709869419937,10.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.2,12.65914000000004,0.23830734966592426,7.541232600000001,0.014316888333333333,0.1812394937760339
1,8.590133,55.1764073084455,10.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.099999999999994,0.0,0.2405345211581292,7.8125,0.014316888333333333,0.0
1,9.22309,54.9210882032964,10.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,34.0,6.3295700000000155,0.2427616926503341,8.2103588,0.015371816666666665,0.09729698961883355
1,12.29745,55.0709869419937,11.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.9,30.743600000000114,0.24498886414253898,9.205005,0.02049575,0.6301131397000024
1,11.75492,54.9304608325009,11.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.8,-5.4253000000000124,0.24721603563474387,10.0911452,0.019591533333333334,-0.10628994579333358
1,11.75492,55.2161538486352,11.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.7,0.0,0.24944320712694876,10.7241026,0.019591533333333334,0.0
1,11.6645,55.146600761409,11.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.599999999999994,-0.9041999999999866,0.2516703786191537,11.338975999999999,0.019440833333333334,-0.01757840149999974
1,11.6645,55.146600761409,11.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.5,0.0,0.2538975501113586,11.827258,0.019440833333333334,0.0
1,11.6645,54.7524568719051,11.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.4,0.0,0.2561247216035635,11.700668,0.019440833333333334,0.0
1,11.6645,54.9210882032964,11.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.3,0.0,0.2583518930957684,11.682584,0.019440833333333334,0.0
1,10.489,55.3552465906644,11.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.2,-11.755000000000038,0.26057906458797325,11.429400000000001,0.01748166666666667,-0.20549699166666738
1,15.46224,55.583758973803,11.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.099999999999994,49.73239999999928,0.2628062360801782,12.188948,0.0257704,1.2816238409599814
1,11.6645,55.2459603956717,11.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,33.0,-37.977400000000124,0.2650334075723831,12.188948,0.019440833333333334,-0.7383123038333358
1,9.22309,55.3055734897446,12.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.9,-24.414100000000097,0.267260579064588,11.700666,0.015371816666666665,-0.3752890692816681
1,10.489,55.6234920815695,12.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.8,12.65910000000006,0.26948775055679286,11.465566,0.01748166666666667,0.2213021665000011
1,11.6645,55.0803595711982,12.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.7,11.755000000000038,0.2717149220489978,11.700666,0.019440833333333334,0.22852699583333408
1,12.29745,55.2757669427081,12.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.599999999999994,6.329499999999903,0.2739420935412027,11.067708,0.02049575,0.129727849624998
1,9.22309,54.8555177960099,12.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.5,-30.743600000000114,0.2761692650334076,10.579426000000002,0.015371816666666665,-0.472584982873335
1,9.22309,54.8648904252144,12.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.4,0.0,0.27839643652561247,10.579426000000002,0.015371816666666665,0.0
1,10.489,55.005403868992,12.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.3,12.65910000000006,0.2806236080178174,10.579426,0.01748166666666667,0.2213021665000011
1,10.489,55.005403868992,12.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.2,0.0,0.28285077951002224,10.344326,0.01748166666666667,0.0
1,10.489,55.3155000504747,12.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.099999999999994,0.0,0.2850779510022272,9.982636000000001,0.01748166666666667,0.0
1,8.590133,55.3949796984309,12.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,32.0,-18.988670000000077,0.2873051224944321,9.8560446,0.014316888333333333,-0.27185866798851777
1,8.590133,55.2956334965914,13.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.9,0.0,0.289532293986637,9.7294532,0.014316888333333333,0.0
1,9.22309,55.3353800367811,13.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.8,6.3295700000000155,0.29175946547884185,9.4762712,0.015371816666666665,0.09729698961883355
1,9.22309,55.2260804093652,13.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.7,0.0,0.29398663697104677,9.223089199999999,0.015371816666666665,0.0
1,9.22309,54.9117155740918,13.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.6,0.0,0.2962138084632517,8.9699072,0.015371816666666665,0.0
1,7.866754,55.464532785657,13.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.5,-13.563360000000037,0.2984409799554566,8.825231399999998,0.013111256666666666,-0.17783269422240047
1,9.22309,55.3055734897446,13.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.4,13.563360000000037,0.30066815144766146,8.951822799999999,0.015371816666666665,0.20849348330400053
1,6.691262,55.2260804093652,13.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.3,-25.31828000000008,0.3028953229398664,8.4454572,0.011152103333333333,-0.28235207478226754
1,7.324219,55.146600761409,13.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.2,6.329570000000024,0.3051224944320713,8.065682999999998,0.012207031666666666,0.07726526142638362
1,6.872107,54.9117155740918,13.8,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.1,-4.521119999999941,0.3073496659242762,7.5954864,0.011453511666666666,-0.051782700666399326
1,7.233796,54.6775138354141,13.9,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,31.0,3.6168900000000144,0.30957683741648107,7.468894799999999,0.012056326666666667,0.04360640735740017
1,8.590133,54.9398207959904,14.0,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.9,13.563370000000047,0.311804008908686,7.3423034000000005,0.014316888333333333,0.194185253713684
1,12.29745,55.3751131445476,14.1,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.8,37.07317000000013,0.3140311804008909,8.463541,0.02049575,0.7598424240275027
1,9.22309,54.9117155740918,14.2,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.7,-30.743600000000114,0.31625835189309576,8.8433152,0.015371816666666665,-0.472584982873335
1,9.494357,55.6334320747227,14.3,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.6,2.7126699999999784,0.3184855233853007,9.3677652,0.015823928333333334,0.042925095671982993
1,10.489,54.7993073522128,14.4,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.5,9.946430000000035,0.3207126948775056,10.018806000000001,0.01748166666666667,0.17388017378333398
1,10.489,55.1084647930968,14.5,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.4,0.0,0.3229398663697105,10.3985794,0.01748166666666667,0.0
1,11.75492,55.3353800367811,14.6,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.3,12.65920000000004,0.32516703786191536,10.2900734,0.019591533333333334,0.2480131387733341
1,11.6645,55.3453065975111,14.7,236.428943198285,"ISO 12103-1, A3 Medium Test Dust",High,Low,44.9,30.2,-0.9042000000000027,0.3273942093541203,10.7783554,0.019440833333333334,-0.017578401500000052
